㐂;匕
柛;丨日木田
柜;匚口木
柝;斤木丶
柞;丨丿木
柡;二木水
柢;氏木
柤;木目
柦;一日曰木
柧;瓜木
柩;入木匚久
柬;巾丷木亠
柮;丨山木
柯;口木亅一
柰;二小木示
柱;王木丶
柲;丿心木
柳;木卩
柴;止木匕
柵;丨一木亅冂冊
柶;儿口木
柷;儿口木
柹;木牙
査;一木目
柼;ハ宀木穴
柾;一止木
柿;丨巾木亠冂
栁;卩夕木
栂;母木毋
栃;斤木厂
栄;⺌木冖
栐;一木水
栓;王木𠆢
栔;一丨二刀木
栖;西木
栗;西木
栘;夕木
栙;丨二夂木
栝;口木舌
栞;干木
栟;一丷廾木
校;父木亠
栢;一白木
栧;丿乙日木田
栨;一人冫勹木欠
栩;羽木冫
株;牛木
栫;丿一子木
栬;乙勹已木巴色
栭;木而
栯;一丿月木
栰;⺅戈木
栱;丨二ハ木
栲;木⺹勹
栳;丿匕土⺹木
栴;丿木冂
核;人木亠
根;艮木
栻;工弋木
格;口木夂
栽;土木戈
栾;丿亅亠ハ木
栿;丶⺅大木犬
桀;舛木夕
桁;行木彳
桂;土木
桃;木儿冫
桄;一儿⺌木
桅;勹卩厂木
框;王木匚
案;女木宀
桉;女宀木
桊;一丶丿丷大木
桌;卜日木
桍;大二木勹
桎;至土木厶一
桐;口木冂一
桑;又木
桒;十⺾木
桓;一日木
桔;口士木
桕;木臼
桗;乃木
桘;丨丿口木
桙;牛木厶
桛;一卜木
桜;女⺌木
桝;舛木夕
桟;丿毛木丶
档;ヨ⺌木
桧;二木𠆢厶
桫;丿小⺡木
桮;一丨丶丿口木
桯;口木王
桰;口木氏
桱;一巛工木
桲;冖十子木
桴;子爪木
桵;女木爪
桶;木用マ
桷;角木
桹;丶木艮
桺;一丨廾木
桻;一丨二夂木
桼;𠆢木水
桾;ヨ口木尸
桿;干日木
梁;⺡刀木丶
梂;一丶木水
梃;王木廴
梄;木酉
梅;母木毋
梆;一丿⻏木
梈;一亅亠口木
梍;乙白木匕
梏;丿口土木
梐;匕土木比
梓;十辛木立
梔;木厂巴
梖;ハ木目貝
梗;丿一日木
梘;儿木目見
梙;丨口木
梚;一丨儿勹口木免
梛;刀⻏木二
梜;人大木
條;⺅木攵
梟;鳥木
梠;口木
梡;二儿宀木元
梢;月⺌木
梣;一丶𠆢山木
梥;ハ厶宀木
梦;木夕
梧;一口木五
梨;禾⺉木
梩;木里
梪;丷口木豆
梫;冖又ヨ木
梭;木儿厶夂
梮;亅口尸木
梯;丨丿弓丷木
械;木廾戈
梱;木囗
梲;儿ハ口木
梳;川木亠厶
梴;丿廴木止疋
梵;木丶几
梶;毛木尸
梹;斤ハ木
梺;一卜木
梻;⺅廾弓木
梼;丿寸木土亠
棃;丿勹木禾
棄;一木亠凵厶
棅;丿ヨ木禾耒
棆;丨一木𠆢冊
棈;二亠土月木青
棉;巾白木
棊;一甘ハ木
棋;甘ハ木
棌;木爪
棍;日比木
棏;一寸日木
棐;木非
棑;木非
棒;丨一人木二大
棓;口木立
棔;氏日木
棕;示二小木宀
棖;木長
棗;丨一巾ハ木亠冂
棘;丨巾ハ木亠冂
棙;一丶大尸戸木犬
棚;月木
棜;丶𠆢方木
棝;十口囗木
棟;丨一日木田
棠;口⺌木冖
棡;丷木冂凵山岡
棣;ヨ水木隶
棤;丨二日木
棥;木爻
棧;木戈
棨;一尸戸攵木
棪;木火
棫;一口戈木
棬;一ハ丷卩大木
棭;丶亠⺅夂木
森;木
棯;心木𠆢
棰;一丨丿二日木
棱;儿ハ土夂木
棲;女木ヨ十
棵;木田
棶;人木
棷;又木耳
棹;十日卜木
棺;口木宀
棻;ハ刀⺾木
棼;ハ刀木
棽;丶𠆢木
椀;木夕卩宀
椁;口子木亠
椃;儿匕卜厂木虍
椄;女木立
椅;口大木一亅
椆;冂口土木
椇;一ハ木目貝
椈;米木勹
椉;亠夕木舛
椊;亠人十木
椋;口小木亠
椌;穴工木
植;十木目
椎;木隹
椏;一二木
椐;十口尸木
椑;丿十日木白
椒;小卜又木
椓;丶木豕
椖;一丶尸戸方木
椗;宀木疋
椙;日木
椚;木門
椛;⺅木匕⺾
検;口人木𠆢
椡;⺉至土木厶
椢;王木囗
椣;丨一日ハ木
椥;口木矢
椦;大二丷木力
椨;⺅寸木广
椪;丨一丷木
椰;耳⻏木
椱;一丿夂日曰木
椳;木田衣
椴;木殳几又
椵;一丨又木
椶;木儿凵夂
椸;一丨丿乙匕也方木
椹;甘木儿匚
椻;匚女日木
椽;ヨ木豕
椿;一二日木人
楂;一日木目
楅;一口木田
楆;女木西
楉;一丿口⺾木
楊;一日木勿
楎;冖木車
楓;風木冂虫丿
楔;大土刀木亠
楕;丿一月工木
楗;丨二廴ヨ木聿
楙;矛木
楚;疋木
楛;十口⺾木
楜;月口十木
楝;巾ハ木亠
楞;⺲方木
楠;干十丷木冂
楡;⺉月木𠆢
楢;酉丷木
楣;丨尸木目
楤;丶丿勹心木勿
楥;丿二又木爪
楦;一宀日曰木
楨;ハ卜木目貝
楩;一丶丿⺅日木
楪;木世
楫;口耳木
楬;人勹日木
業;丨一王丷木羊耒
楮;日木⺹
楯;斤十木目厂
楰;人大木臼
楱;一二大木
楲;一丿厂女戈木
楳;甘木
楴;巾丷木立亠冖
極;口又木一
楷;白比木
楸;火禾木
楹;丿皿又木乃
楺;マ木矛
楻;日木王白
楼;女米木
楽;白木冫
楾;水白木
楿;丿日木禾香
榀;口木
榁;至土木厶宀
概;牙艮木
榊;丨日木⺭田
榍;⺌尸月木
榎;一自木目夂
榑;十寸田木丶
榒;丶冫弓木
榔;艮⻏木
榕;穴口ハ木𠆢宀
榖;一冖几又士木殳
榘;一丿匚大木矢臣
榛;一禾人二木人
榜;丷方木立亠冖
榠;日ハ木亠冖
榡;一丨二小幺木糸
榥;一儿⺌日木
榦;𠆢十口日木
榧;非木匚
榨;一丨丿儿ハ宀木
榫;十木隹
榭;丿寸木目
榮;火木冖
榯;土寸日木
榰;丿匕土⺹日木
榱;衣木亠
榲;皿日木
榴;田刀木厶
榷;冖木隹
榸;土木里
榺;一ハ丷大月木
榻;羽日木冫
榼;厶土木皿
榾;月口木冖骨
榿;口山豆丷木
槀;亠冂口木高
槁;口高木亠冂
槃;舟木殳几又
槅;儿冂口木鬲
槇;木貝目ハ丨一
槈;厂寸木衣辰
槊;月丷木屮
構;木冂一十
槌;丨口⻌木
槍;口木𠆢
槎;丿王工丷木羊
槏;一丨丶丿ヨ木
槐;鬼田木儿匕
槑;口木
槓;貝目ハ工木
槖;冖口士木石
槗;一丿冂口木
様;王水丷木羊
槙;十ハ木目
槝;山鳥木
槞;木立竜
槢;丿冫日木白羽
槣;一亅口大宀木
槥;一丨ヨ木
槧;斤車木
槨;口子⻏木亠
槩;木牙艮
槪;木牙艮
槫;十寸虫日木厶
槭;小卜木戈
槮;𠆢厶彡木
槯;山木隹
槱;木⺣酉
槲;角斗木
槳;丶夕寸木爿
槴;一乙口尸已戸木巴
槵;丨口心木
槶;一口囗戈木
槹;十斗白木
槻;見人大木一
槽;丨一日木
槾;又日木⺲
槿;土二木⺾
樀;亠丷冂十口木立啇
樁;一丶丿二大木臼
樂;白木幺
樃;丶厶日月木
樅;丷疋木彳
樊;木大爻
樋;⻌木用マ
樌;貝目ハ田木
樏;小幺木田糸
樑;丶丿刀⺡木
樒;丿山心木丶宀
樓;丨一口女木
樔;⺌田木
樕;人勹口木欠
樗;雨木二勹
標;示二小西木
樚;匕广木比鹿
樛;羽木𠆢冫彡
樝;一匕卜厂木目虍
樞;口木匚品
樟;音十日木立
樠;一丨入冂凵木
模;大日木⺾
樢;鳥木⺣
樣;王水丷木羊丶
樤;一丨⺅夂小木
樨;丨丶丿冫尸木牛
権;矢木隹
横;丨黄田二日ハ木廾
樫;臣土又木
樮;火西木
樰;二冖ヨ木雨
樲;二弋木
樳;口寸工ヨ木
樴;亠丷戈日木立
樵;木⺣隹
樶;耳日又木
樷;又木耳
樸;二丷木羊
樹;口寸土豆丷木
樺;丨一木⺾
樻;一丨ハ口木目虫貝
樽;寸酉丷木
樾;一丨十土戈木止疋
樿;十口日木田
橄;耳木攵
橅;一丨丿木⺣無
橆;一丿木皿
橇;毛木
橈;土木儿
橉;夕木米舛
橊;一丨木田
橋;丿口木冂
橎;丿木田米
橐;一冖口木石
橑;丶丿大小日木
橒;一丨二冖厶木雨
橕;冖口⺌木牙
橖;冖口⺌木
橘;口矛木儿冂
橙;口豆丷木癶
橛;一人丷勹厂屮木欠
機;丿木丶幺戈
橡;木豕勹口丨
橢;丿一月工木⻖
橤;心木
橦;木里立
橧;丨丷口日木
橪;丶夕大木⺣犬
橫;一丨ハ凵日木田
橱;丷厂口寸木豆
橲;口士十豆丷木
橳;一ハ丷力大月木
橸;日木
橺;日木門
橾;口木
橿;一田木
檀;一口日木亠
檁;丿亠口囗木禾
檃;工ヨ⻖木爪
檄;白方木攵
檆;卜口木火
檇;丨亅木隹
檉;口木王耳
檋;丨丶丿二木車
檍;音心日木立
檎;木𠆢亠冂厶禸
檐;言木儿厂
檑;一丨二冖木田雨
檔;亠丷冖口⺌木田
檗;口十辛木立尸
檛;冂⻌口木
檜;日⺲木𠆢
檝;口戈木耳
檞;丨刀勹月木牛角
檟;ハ木目西貝
檠;口木勹攵⺾
檡;一丷十土干木⺲
檢;口人木𠆢
檣;口人土木囗
檥;丷戈手木王
檪;白木冫
檫;丶二夕宀小木示
檬;木冖⺾豕
檮;口工士寸木
檯;一冖厶口土士木至
檰;丨冂小巾幺日木白糸
檱;丨二ハ木目竹貝
檳;丿貝目ハ小木宀
檴;又⺾木隹
檸;一心⺲木亅宀
檻;皿臣二木
檽;一丨二冖木而雨
檾;冖木火
檿;丶厂大日月木犬
櫁;丿心虫木丶宀
櫂;ヨ木隹
櫃;一貝目ハ木匚
櫆;儿匕厶斗木田鬼
櫈;丷几口木癶豆
櫉;丷十厂口士寸木豆
櫌;一冖夂心木目自
櫐;木田
櫑;田木
櫓;魚田日木⺣
櫔;丨冂厂厶⺾日木田禸
櫕;一ハ木目貝
櫖;匕卜厂心木田虍
櫚;口木門
櫛;艮竹木卩
櫜;一丨冖卜口夂木
櫝;儿ハ口士木目⺲貝
櫞;ヨ糸幺小木豕
櫟;白木幺
櫤;一丶丷冂⺉月木竹
櫧;丿土⺹日木言
櫨;皿田卜木匕厂虍
櫪;止木厂
櫬;一儿小木目立見
櫰;丨丶丿亠冫木⺲衣
櫱;丨丿十口屮木立辛
櫲;丿亅勹マ口木矛豕
櫳;乙日月木立音
櫺;雨口木
櫻;貝目ハ女木
櫼;一人戈木非
櫽;工ヨ⻖心木爪
欂;丶十寸⺡⺾日木田
欃;一丨丶儿勹匕口木比免
欄;丨一日木門田
欅;⺌丷木⺘
欆;又木隹
欇;木耳
欉;一丨丶丿丷又木王耳
權;口十木⺾隹
欋;木目隹
欏;小幺木⺲糸隹
欐;一丶冂匕广木比鹿
欑;丿儿ハ土木目貝
欒;言糸幺小木
欖;見臣二木
欗;丷口⺾木門
欛;一丨二冖十口廾月木雨革
欝;艮寸⺲木
欞;一丨二人冖口工雨
欟;見口十木⺾隹
欠;欠勹人
次;欠冫
欣;斤欠
欤;一亅人勹卜欠
欧;欠匚丿丶
欨;人勹口欠
欫;丿二人勹欠止
欬;丿亠人勹幺欠玄
欯;人勹口士欠
欲;欠口谷ハ𠆢
欵;一丿人勹匕大欠矢
欶;人勹口木欠
欷;丿一巾欠
欸;欠矢厶
欹;欠口大亅一
欺;甘欠ハ
欻;人勹欠火
欽;金欠
款;欠士示二小
欿;人勹欠臼
歃;丿臼欠十
歆;人勹日欠立音
歇;欠日勹匕
歉;丨ヨ欠丷
歊;亠人冂勹口欠高
歌;欠口亅
歍;人勹欠⺣鳥
歎;大一欠⺾口
歐;欠口匚品
歒;亠人丷冂勹十口欠立啇
歓;欠隹矢
歔;欠丷卜匕厂虍
歖;一人丷勹十口士欠豆
歘;人勹欠火
歙;羽欠口𠆢冫
歛;欠口人𠆢
歝;一人丷勹十土干欠⺲
歟;一臼欠ハ
歠;人勹又欠酉
歡;欠口十⺾隹
止;止
正;一止
此;止匕
步;丿亅小止
武;止弋
歧;十又支止
歩;丿止小
歪;丨丿一止丶
歫;匚口止
歬;一丨丶冂止舟
歮;止
歯;止歯米凵
歰;丿刀止
歳;丿止小戈
歴;止麻木厂广
歵;一丨二ハ止目貝
歷;丿厂木止禾
歸;ヨ巾口止冖
歹;歹
歺;卜夕
死;一夕匕歹
歽;斤歹
歾;丿勹歹勿
歿;又歹勹
殀;丿大歹
殁;几又歹殳
殂;一歹目
殃;人大冂歹
殄;𠆢彡歹
殅;歹生
殆;口厶歹
殉;日勹歹
殊;丨丿牛二ハ木歹
残;丿毛丶歹
殍;子爪歹
殕;口立歹
殖;十目歹
殗;乙大日歹奄
殘;戈歹
殛;一亅又口歹
殞;貝目ハ口歹
殟;日曰歹皿
殠;丶大歹犬目自
殢;一丨丿乙冂冖巾廾歹
殣;二十口廾歹革
殤;丿一日勿歹
殨;一丨ハ口歹目虫貝
殩;卜又夕歹米
殪;口士豆丷冖歹
殫;口十田歹
殬;一丷十土干歹⺲
殭;一歹田
殮;一人𠆢口歹
殯;丿貝目ハ小宀歹
殰;儿ハ口士歹目⺲貝
殱;土戈歹韭
殲;人戈歹韭
殳;殳几又
殴;丿丶匚殳几又
段;丨殳几又
殷;厂殳几又
殸;丨几又士尸殳
殹;一丿几匚又大殳矢
殺;木殳丿丶几又
殻;士冖殳几又
殼;土儿冖殳几又
殽;一丶丿几又月殳
殾;丶丿几又土⺹日殳
殿;丨一二ハ尸殳几又
毀;臼土殳几又
毃;亠冂几又口殳高
毄;几又口殳車
毅;立亠殳豕几又
毆;口匚殳品几又
毇;几又殳米臼
毈;丨丶几卩又殳
毉;一丿人几匚又大工殳矢
毋;母毋
毌;一日田
母;母毋
毎;母毋
每;一丿毋母
毒;土母亠毋
毓;川母亠厶毋
比;比
毖;丿匕心比
毗;匕比田
毘;田比
毚;一丨儿勹匕口比免
毛;毛
毟;丿小毛
毡;丿乙二卜口
毣;丿乙二冫羽
毦;丿乙二耳
毧;一丿乙二戈
毫;口毛亠冖
毬;水毛丶亠
毮;丿乙二小⺘
毯;火毛
毱;丿乙二勹米
毳;毛
毷;丿乙二冂目
毹;一丿乙二𠆢⺉月
毿;丿乙二𠆢厶彡
氂;一丿乙二厂攵木
氄;丿乙二儿ハ冂マ口矛
氅;丿乙二冂口⺌攵
氈;口毛目亠囗
氉;丿乙二口木
氊;一丿乙二亠口囗日
氍;丿乙二目隹
氎;丿乙二夕宀田
氏;氏
氐;一丶氏
民;口氏
氒;丿十氏
氓;亡口氏
气;气
気;气丶丿
氙;山气
氛;刀ハ气
氟;廾弓气
氣;米气
氤;大囗气
氦;丿亠幺气玄
氧;丷气王羊
氨;女宀气
氬;丨二气
氮;气火
氳;人口气皿
水;水
氵;⺡
氶;一水
氷;水丶
永;水丶
氺;水
氻;力⺡
氾;乙⺡卩
氿;九⺡
汀;一⺡亅
汁;十⺡
求;一水丶
汊;丶又⺡
汋;丶勹⺡
汍;丶九⺡
汎;⺡丶几
汏;大⺡
汐;⺡夕
汒;亠⺡亡
汔;一丿乙⺡
汕;山⺡
汗;干⺡
汙;亅二⺡
汚;一⺡
汛;一丿乙十⺡
汜;已⺡
汝;⺡女
汞;工水
江;工⺡
池;⺡也
汢;⺡土
汧;一丨丿廾⺡
汨;⺡日
汪;王⺡
汫;一丨丿二廾⺡
汭;人入冂⺡
汯;一丿厶⺡
汰;⺡大丶
汲;丿⺡及
汳;⺡又厂
汴;一丶亠卜⺡
汶;⺡文
汸;⺡方
汹;丶丿凵⺡
決;⺡人大二
汻;一丿十干⺡
汽;⺡气
汾;⺡刀ハ
沁;⺡心
沂;斤⺡
沃;丿⺡大
沄;二厶⺡
沅;二儿⺡元
沆;亠几⺡
沇;儿厶⺡
沈;⺡尢
沉;冖几⺡
沌;⺡屯
沍;ヨ一⺡彑
沐;⺡木
沒;⺡又力
沓;水日
沔;一丨亅⺡
沕;丿勹⺡勿
沖;丨⺡口
沗;一大水
沘;匕⺡比
沙;丿⺡小
沚;止⺡
沛;巾⺡亠
沜;⺡片
沟;勹厶⺡
没;⺡殳几又
沢;⺡尸
沪;一尸⺡戸
沫;丨⺡二ハ木亠
沭;一丨丶儿十⺡
沮;⺡目
沰;口⺡石
沱;⺡匕宀
沲;一丨丿乙匕⺡也
河;口⺡亅一
沴;𠆢彡⺡
沸;丨丿弓⺡
油;丨⺡日田
沺;⺡田
治;口⺡厶
沼;口⺡刀
沽;口十⺡
沾;口⺡卜
沿;口⺡ハ
況;口⺡儿
泂;冂口⺡
泄;⺡世
泅;⺡人囗
泆;一丿大⺡
泉;水白
泊;⺡白
泌;丿⺡心丶
泍;一⺡木
泏;丨凵山⺡
泐;力⺡⻖
泑;力幺⺡
泒;厶⺡瓜
泓;弓⺡厶
泔;⺡甘
法;⺡土厶
泖;丿卩⺡
泗;⺡儿囗
泙;干⺡ハ
泚;匕⺡止
泛;丿乙⺡亠
泜;一丶⺡氏
泝;斤⺡丶
泠;丨丶亅𠆢マ⺡
泡;⺡勹已
波;⺡皮又
泣;⺡立
泥;⺡匕尸
泧;丨⺡戈
注;王⺡丶
泩;⺡生
泪;⺡目
泫;亠幺⺡玄
泬;ハ宀⺡
泭;⺅寸⺡
泮;丨二ハ丷⺡
泯;口氏⺡
泰;丨一水二人
泱;⺡人大冂
泲;丿亅⺡
泳;⺡水丶
泴;水皿
泻;一冖勹⺡
洀;一丨丶冂⺡舟
洄;口囗⺡
洇;口大⺡
洊;一丨丿子⺡
洋;王⺡丷羊
洌;⺉⺡歹
洎;⺡目自
洏;⺡而
洑;丶⺅大⺡犬
洒;⺡西
洓;冂⺡木
洗;丿⺡土儿
洙;丨丿牛⺡土二ハ木
洚;丨夂⺡
洛;口⺡夂
洞;口⺡冂一
洟;弓⺡人大
洤;入⺡王
津;⺡聿
洦;一⺡日白
洧;一丿⺡月
洨;亠⺡父
洩;丿乙⺡日
洪;丨一⺡二ハ
洫;血皿⺡
洮;丶丿儿冫⺡
洯;一丨二刀彡水
洱;⺡耳
洲;丨⺡川丶
洳;口⺡女
洴;一十干⺡
洵;⺡日勹
洶;⺡凵勹
洸;⺡⺌儿
洹;一⺡日
活;丿口十⺡舌
洼;土⺡
洽;口⺡𠆢
派;斤⺡厂
洿;二勹大⺡
流;⺡川亠厶
浄;⺡亅勹ヨ
浅;丿⺡毛丶
浗;一丶⺡水
浘;尸⺡毛
浙;斤⺡⺘
浚;⺡ハ厶夂
浛;一𠆢口⺡
浜;斤⺡ハ一
浞;口⺡足
浟;丨⺅⺡攵
浠;一丨丶丿冂巾⺡
浡;冖十子⺡
浣;⺡二儿宀
浤;丿一⺡厶宀
浥;乙口已⺡⻏巴
浦;十⺡用丶
浧;口⺡王
浩;丿口⺡土
浪;艮⺡
浬;⺡里田土
浮;子⺡爪
浯;一二口⺡五
浰;丿⺉⺡木禾
浴;口⺡谷ハ𠆢
海;⺡母毋
浸;ヨ⺡又冖
浹;⺡人大
浼;一丨儿勹口⺡免
涀;儿⺡目見
涁;彡⺡木
涂;二𠆢小⺡示
涅;⺡土日
涇;一巛工⺡
消;月⺡⺌
涉;丿小⺡止
涊;丿刀⺡心
涌;⺡用マ
涍;丿土子⺡⺹
涎;丿止⺡廴
涑;口⺡木
涒;丿口ヨ⺡
涓;月口⺡
涔;一丶𠆢山⺡
涕;丨丿弓⺡丷
涖;⺅⺡立
涗;儿ハ口⺡
涘;一丿厶大⺡矢
涙;戸⺡大一尸
涛;丿⺡寸土亠
涜;士⺡儿冖
涪;口⺡立
涫;丨口宀⺡
涬;一丷十土干⺡
涮;丨冂⺉尸巾⺡
涯;⺡土厂
液;⺅⺡亠攵夕
涴;卩夕宀⺡
涵;一⺡水凵
涷;⺡日木
涸;口十⺡囗
涹;丿女⺡木禾
涼;口⺡小亠
涽;⺡日曰氏
涿;丶⺡豕
淀;⺡疋宀
淂;一寸⺡日
淄;巛⺡田
淅;斤⺡木
淆;丿一月⺡
淇;甘⺡ハ
淈;丨凵尸山⺡
淊;勹⺡臼
淋;⺡木
淌;口⺡⺌冂
淎;一丨二大⺡
淏;一大⺡日
淐;⺡日
淑;⺡小卜又
淒;丨ヨ一⺡女
淕;⺡土儿
淖;十卜⺡日
淘;缶⺡凵勹
淙;示二小⺡宀
淚;一丶大尸⺡戸犬
淛;丨冂⺉巾⺡牛
淝;乙已⺡月巴
淞;⺡ハ木厶
淟;一丨ハ⺡日
淠;一丨丿廾⺡田
淡;火⺡
淢;一口⺡戈
淤;⺡方𠆢冫
淥;ヨ彑⺡水
淦;金⺡
淨;ヨ⺡爪亅
淩;儿ハ土夂⺡
淪;丨一⺡𠆢冊
淫;丿士⺡爪王
淬;十⺡人亠
淮;⺡隹
淯;亠厶⺡月
淰;一丶𠆢⺡心
深;⺡木儿冖
淳;口子⺡亠
淴;丿勹⺡心勿
淵;丨一⺡
淶;人⺡木
混;⺡日比
淹;乙⺡大日奄
淺;⺡戈
添;丿⺡心大
淼;水
渀;十大廾⺡
渄;⺡非
清;月⺡青土二亠
渇;⺡日勹匕
済;丨丿⺡文廾斉
渉;丿止⺡小
渊;丨丿⺡米
渋;止⺡冫
渓;⺡人爪土
渕;⺉⺡人大二丷
渗;厶大彡⺡
渙;⺡大儿冂
渚;⺡日⺹
減;口⺡亅戈
渝;⺉月⺡𠆢
渞;丷⺡目自首
渟;口⺡亅亠冖
渠;⺡木匚巨
渡;⺡又广
渢;丿冂⺡虫風
渣;⺡木目
渤;子十⺡力冖
渥;至⺡土厶尸
渦;丨口⺡冂
渧;丨亠丷冂冖巾⺡立
温;皿⺡日
渫;⺡木世
測;貝目ハ⺉⺡
渭;月⺡田
渮;口⺡亅⺾
港;⺡ハ已井
渲;一宀⺡日
渴;人勹⺡日
渶;口大⺡⺾
游;子⺡方
渹;勹⺡言
渺;丿⺡小目
渻;丿小⺡目
渼;丷大⺡王
渾;車⺡冖
湃;干⺡⺘
湄;丨尸⺡目
湅;丷口⺡木
湈;⺡木甘
湉;口⺖⺡舌
湊;一⺡大二人
湋;口⺡韋
湌;一⺡食
湍;山而⺡
湎;一⺡面囗
湏;ハ⺡目貝頁
湑;⺡月疋
湒;口⺡耳
湓;ハ刀⺡皿
湔;一丷⺉⺡月
湖;月口十⺡
湗;土寸⺡
湘;⺡木目
湛;丨一甘⺡儿匚
湜;⺡日疋
湝;匕⺡日比白
湞;ハ卜⺡目貝
湟;王⺡白
湢;一口⺡田
湣;尸⺡日氏
湧;⺡田力マ
湨;⺡木目
湫;火禾⺡
湮;⺡西土
湯;丨一⺡日勿
湲;丿一⺡爪二又
湳;一丷冂十干⺡
湶;⺡水白
湻;亠口⺡日
湽;一巛⺡田
湾;弓⺡亠
湿;丨⺡日
満;丨一⺡二冂山
溂;丨⺉口⺡ハ木
溌;二⺡儿癶
溍;丨二⺡日曰
溏;丨ヨ口⺡广
源;⺡小白厂
溓;一丨丶丿丷ヨ⺡
準;十⺡隹
溘;皿⺡土厶
溙;一二大⺡水
溜;⺡刀厶田
溝;⺡冂一十
溟;⺡日ハ亠冖
溠;一丿二丷工⺡
溢;皿⺡⺌ハ丷
溥;十⺡寸田丶
溧;⺡木西
溪;⺡大爪幺
溫;人囗⺡皿
溭;ハ夂⺡田
溮;一丨丿冂口巾⺡
溯;月⺡丷屮
溱;一丿二大⺡木禾
溲;支⺡日又十
溳;ハ口⺡目貝
溴;丶大⺡犬目自
溶;穴口⺡谷ハ𠆢宀
溷;⺡囗豕
溺;弓⺡冫
溻;丶冫⺡日曰羽
溽;⺡寸辰
溿;丨二ハ丷⺡田
滀;亠幺⺡玄田
滁;一𠆢小⺡⻖
滂;⺡丷方立亠冖
滃;丶丿ハ冫厶⺡羽
滄;戸口⺡𠆢一尸
滅;丿火⺡戈
滇;一ハ匕十⺡目
滈;亠冂口⺡高
滉;⺡⺌日儿
滊;⺡气米
滋;一⺡丷幺
滌;⺅⺡木攵
滍;一丨凵⺡虫
滎;冖水火
滏;丷⺡父王
滑;月骨⺡冂冖
滓;十⺡辛立宀
滔;臼⺡爪
滕;月人水大二丷
滙;匚⺡隹
滝;⺡田立竜
滞;巾⺡冖
滫;丨⺅夂⺡攵月
滬;戸口⺡巴一尸
滭;丨二十口⺡⺾里
滮;几匕卜厂彡⺡虍
滯;一巾⺡儿冖凵
滲;⺡大厶彡
滴;口十⺡丷立亠冂啇
滷;十⺡卜囗鹵
滸;干言⺡
滹;一丶丿亅丷匕卜厂⺡虍
滻;丶丿亠丷厂⺡生
滽;丨二冂广ヨ⺡聿
滾;衣口⺡ハ亠
滿;一⺡人入冂凵
漁;魚⺡田⺣
漂;示二小⺡西
漄;厂土山⺡
漆;⺡水木𠆢
漈;丶二夕小⺡示
漉;鹿⺡比广
漊;一丨口女⺡日
漌;二十口廾⺡革
漍;一口囗⺡戈
漏;雨⺡尸
漐;一丶丷十九土干水
漑;艮⺡无
漓;⺡亠凵禸
演;⺡田ハ宀
漕;丨一⺡日
漖;丿土子⺡⺹攵
漘;亠厂⺡月衣辰
漚;匚口⺡
漛;一丶丿丷大⺡水
漠;⺡大日⺾
漢;⺡⺾口一大
漣;⻌車⺡
漥;ハ土宀⺡穴
漦;一厂攵木水
漩;一丿⺡方疋
漪;亅口大⺡⺨
漫;⺡日⺲又
漬;貝目ハ⺡土亠
漭;丶大廾⺡⺾犬
漯;小幺⺡田糸
漰;丶冂山⺡月
漱;欠口⺡木
漲;弓⺡長
漳;十⺡日立音
漵;亅二𠆢ハ小⺡攵
漶;丨口⺡心
漸;斤車⺡
漻;𠆢冫彡⺡羽
漼;山⺡隹
漾;王⺡水丷羊丶
漿;水寸夕爿
潁;貝目ハ水頁匕
潅;⺡隹矢
潏;ハ冂マ口⺡矛
潑;丶丿几又弓⺡殳
潒;丨丿勹口⺡豕
潓;一十厶⺡心日田虫
潔;糸幺小⺡土刀亠
潗;⺡木隹
潘;⺡田釆米
潙;丿亅⺡⺣爪
潚;丨ヨ⺡爿片
潛;⺡日无
潜;⺡人土日
潝;一𠆢冫口⺡羽
潞;口夂⺡止足
潟;臼⺡勹⺣
潠;丨二ハ已⺡
潡;亠口子⺡攵
潢;ハ⺡田黄
潤;王⺡門
潦;⺡小大日丷亠
潨;丨丶丿⺡皿⺲
潬;十口⺡日田
潭;十⺡西日曰
潮;月十⺡日
潯;ヨ口工⺡寸
潰;貝目ハ⺡十口
潴;⺡日⺨⺹
潸;月⺡木
潺;子⺡尸
潼;⺡里立
潽;丨二丷⺡日
潾;夕⺡米舛
澀;止⺡刀丶
澁;止⺡
澂;王山⺡攵
澃;ハ彡水目貝頁
澄;口⺡豆丷癶
澆;⺡土儿
澇;冖力⺡火
澈;亠厶⺡攵月
澋;亠口小⺡日
澌;丨二ハ⺡斤甘
澍;一丷十口士寸⺡豆
澎;口十⺡土豆丷彡
澐;一丨二冖厶⺡雨
澑;丨一⺡田
澒;ハ工⺡目貝頁
澓;一丿夂彳⺡日曰
澔;丨丿二口土⺡日牛白
澖;⺡木門
澗;⺡日門
澘;⺡日木
澚;一丿冂勹⺡米
澟;丿亠口囗⺡木禾
澠;⺡黽
澡;口⺡木
澣;干十⺡日𠆢
澤;十⺡辛土⺲立亠
澥;丨刀勹⺡月牛角
澦;一亅ハマ⺡目矛貝頁
澧;丨丷口⺡日豆
澨;人工⺡竹
澪;雨⺡𠆢卩
澮;一丨𠆢丷口⺡日
澯;卜又夕⺡米
澰;一人𠆢口⺡
澱;丨一⺡二ハ尸殳几又
澳;⺡大米冂
澵;一小⺡斤木立
澶;一亠口囗⺡日
澹;言⺡儿厂
澼;十口尸⺡立辛
澾;丷⻌土⺡王羊
